"s1","s2"
0.0325269119345812,0.0325269119345812
0.0650538238691624,0.0650538238691624
0.0975807358037435,0.0975807358037435
0.130107647738325,0.130107647738325
0.162634559672906,0.162634559672906
0.195161471607487,0.195161471607487
0.227688383542068,0.227688383542068
0.260215295476649,0.260215295476649
0.302762798690651,0.269293352618383
0.328415879790365,0.234156184529512
0.306808752360858,0.196395978022408
0.263517970501589,0.200709834444139
0.250548959424339,0.242080032867727
0.283998477799758,0.269662967562596
0.322140795610827,0.249051025443321
0.317396272476904,0.20595603656804
0.2762279983654,0.190182758185263
0.240856079926346,0.216497212202049
0.244129183573242,0.260462083369575
0.283007692158407,0.281248729911377
0.325246443184237,0.265471536999988
0.347724361060951,0.226384773098214
0.340116729203261,0.181942047687826
0.305917939006611,0.152557108459188
0.260683853005224,0.149167764551126
0.220960422502595,0.171068889125239
0.199681929351229,0.211129292489599
0.203776829234178,0.256304971604103
0.239497711811134,0.280961464146259
0.276047415964581,0.257551141575786
0.268588557215192,0.214792639465507
0.226271297657832,0.205139991118393
0.190672242293374,0.233146195472265
0.177445254619539,0.276466941336444
0.191329189758674,0.319581632222554
0.227349826915021,0.347043495305807
0.271414014538426,0.341877403137216
0.293680671647882,0.303503751755377
0.276300256888041,0.262683875200187
0.233205370491793,0.252140066320115
0.205571271581943,0.284910363418861
0.22947276628156,0.32049483117691
0.270260360798751,0.30730741566057
0.268805137851525,0.26446563557765
0.265259644418784,0.221304155673107
0.304127513403974,0.202205133923762
0.336128811948263,0.231383906391279
0.320689619102734,0.27184518659236
0.293219984950003,0.307821798188454
0.291805472267128,0.353064438874991
0.316974032518903,0.390686785389714
0.359331774499868,0.406646706338615
0.405056720820934,0.402988486501773
0.448312200368739,0.387720324283338
0.486201930579945,0.361864538993366
0.516188906522747,0.327152371641775
0.536181022082373,0.285871607252553
0.544731594332382,0.240808607937091
0.541250418509792,0.195073855199155
0.525977783391915,0.151824198441394
0.498463721764926,0.115248643593621
0.460139054797904,0.0902283577938349
0.415584777650723,0.0797540469559618
0.370126518544463,0.0850777184958166
0.327491017196256,0.102176499670119
0.288658846703026,0.126716606182609
0.254915214648945,0.157885847249058
0.227376915982183,0.194652631163345
0.206609630823179,0.235639090102815
0.192881937627398,0.279487925763467
0.186569344447405,0.324999694753654
0.187844526294059,0.370929465714658
0.206993098084023,0.411855541349039
0.247091775945762,0.432681186649172
0.291584741481339,0.424807973437507
0.322101876355869,0.391486569693423
0.326687219015471,0.346466521160631
0.304031776155378,0.307293047405882
0.262723235208613,0.288815098871198
0.218419857201272,0.298036857615581
0.173961771394296,0.302775283440069
0.140281959018246,0.273370448612636
0.138979138062784,0.228679546513074
0.1708888019711,0.197362659340609
0.215700874746855,0.198623352917559
0.246529502197101,0.231170348850954
0.245360057019466,0.275984895738445
0.212875901425247,0.306879731068725
0.167694029494814,0.309334945991699
0.129682778661943,0.28478755424478
0.113333493237659,0.242595961509125
0.124879146858221,0.19884521849909
0.16001219872378,0.170359163419645
0.205194687418949,0.168278446550834
0.242797132273356,0.193414930162279
0.258147663855642,0.235960762478952
0.23525566822247,0.272869168714815
0.192324887719259,0.266294824616293
0.18152713771821,0.224227230082548
0.215984430278895,0.197789210029449
0.251627181487763,0.221426949278361
0.237877360791002,0.261924984555937
0.195210659181632,0.258975238072958
0.187164646865979,0.216970356019163
0.225163612234305,0.196360216823644
0.257758207229176,0.224755490793835
0.242550537183606,0.265220611311473
0.199322200636366,0.265119982884002
0.185528780367919,0.224422435897397
0.220306116323528,0.199181879697908
0.254723574098069,0.224910994991025
0.240356856739372,0.265409713560434
0.196482098368612,0.269173789072941
0.170272610771332,0.233786991443819
0.18666319865819,0.192915102384472
0.230060420664308,0.185442230867572
0.25609090314694,0.220157483534243
0.234021494039618,0.257516230403525
0.191054111644152,0.251471494175105
0.180148725114237,0.209473787920804
0.215134348098629,0.184120123540932
0.251002313167735,0.208209357544831
0.240768123043259,0.250186297233061
0.197837842917987,0.255064120667636
0.169561668193413,0.220276429798489
0.174118204445469,0.175678633099037
0.208845197951905,0.147327946774613
0.25345266030687,0.151788865436991
0.281806303940898,0.186499209551588
0.277193569222888,0.231080144650579
0.242333801393723,0.25924987455301
0.197777877436292,0.254401499961584
0.169287114428033,0.219704184695226
0.172620094540607,0.174932335201878
0.205934332949301,0.144836010131622
0.250813584539638,0.146052579150222
0.279076432298472,0.180186959102115
0.268075032302405,0.223116129327799
0.226878679218096,0.239450294463861
0.189448674829578,0.2157239540462
0.191904063353189,0.172427243220128
0.232907504073184,0.158308038204255
0.261499329728841,0.190913890544516
0.24214520719581,0.229721776883955
0.220301614783125,0.267751485992716
0.242987062892373,0.305285094245468
0.286812207939273,0.303624381745748
0.306592076270377,0.264481590414614
0.281272606033284,0.228880991061362
0.238107569184175,0.235608385892417
0.22482271361894,0.277225580175655
0.256106539888525,0.307718209798766
0.295544204676263,0.290536057131288
0.291256718896151,0.247732164319024
0.249194628460497,0.238713499097313
0.227735363206146,0.275996949969541
0.253362466022393,0.31176392828549
0.297225076818656,0.308285924440813
0.316895226088804,0.268927185077133
0.293346128188652,0.231759119150897
0.24915711815611,0.231624933187073
0.224351402333294,0.268194908249228
0.240815726042214,0.309202379011722
0.284023176917583,0.318465359222297
0.312188805698252,0.2854408521503
0.292621553604614,0.246697551342769
0.2493258876619,0.249764475296142
0.235415519518728,0.290879221678435
0.24271034927246,0.336217717243704
0.240747114231886,0.382097336133069
0.229605882542054,0.426646934085143
0.209741035739818,0.468049610119207
0.184858328393051,0.506733904822728
0.158215887007124,0.544227958999505
0.129870548861679,0.580451785233547
0.09988278408734,0.615328105931875
0.0704450773192345,0.65066037292934
0.0438222217945423,0.688159322710053
0.0201730510302412,0.727601234341033
-0.000361342634320999,0.768750795064981
-0.0152670881620906,0.812197644068656
-0.0218142566798149,0.857661305629151
-0.0197734180175849,0.903548612323285
-0.00921608858127336,0.948251551077465
0.00948622746288648,0.990204360828339
0.0356769883081994,1.02793841597422
0.0684391303200536,1.0601324670117
0.106625494421685,1.08565924644245
0.147524315392692,1.1067067251182
0.18924296747057,1.1260784566936
0.231712825275373,1.1437425755073
0.274864027726192,1.15967002484714
0.318757959870474,1.17340636065912
0.363397155370224,1.1844836539098
0.408620689147653,1.19286197076393
0.454265529575293,1.19851110724323
0.500175834753002,1.20123867303954
0.546165545861929,1.20086156721754
0.592024949849854,1.19738150937952
0.637544927864939,1.19081436858693
0.682513691155203,1.18117143647124
0.726718590807966,1.16847881427043
0.769953059820305,1.15279581389217
0.812015065956947,1.1341957211127
0.853225395550787,1.11375946230578
0.894026298199758,1.09251756309019
0.934402025967109,1.07047822220818
0.97433699502097,1.04764994619085
1.01375200302653,1.02393609173021
1.05256178524488,0.999244179013232
1.090742077031,0.973589645913112
1.12826900730977,0.946988532152392
1.16484396458798,0.919097314692269
1.20013572455072,0.88959919288691
1.23407374635045,0.8585531273128
1.26659019497913,0.826021172562289
1.2774912501042,0.78338008431128
1.24670290873623,0.751928956416095
1.20383934665075,0.761919474691685
1.19012945132809,0.803742126213461
1.17204680186895,0.842778480420698
1.12934589247313,0.837539062702627
1.12123711578232,0.795289010609954
1.15896435063893,0.77461354419854
1.19590768902018,0.753065036598588
1.18450999632109,0.711843185212775
1.14174426723642,0.71233394624742
1.13129553978525,0.753806497714483
1.13754914162525,0.798811537913251
1.11965874789171,0.840578689974707
1.08276659118067,0.867102829027167
1.0374765773426,0.870760126637938
0.992844894471464,0.859709648873123
0.949598679728174,0.844093468638573
0.908203619200825,0.824079744880166
0.869105465284574,0.799883990395508
0.856120940539722,0.759134137049917
0.892202628748734,0.736171989795696
0.923619102093918,0.765191873204976
0.903586186839977,0.802978520806547
0.859916118115143,0.79855977998163
0.842252682327728,0.75837765448915
0.868523033351482,0.723214195757132
0.912064599374878,0.728757858908857
0.931708204754767,0.768585231435262
0.912076953975701,0.808418695099965
0.868525863026754,0.817101627314049
0.835119378712093,0.787842481044684
0.840979304374759,0.744337772425232
0.881708495904023,0.72796305538316
0.916051394251036,0.75530466714915
0.909221267406992,0.798667644077974
0.867704935411911,0.81092321599879
0.841252307603438,0.776658608202135
0.863617887094011,0.739596690827517
0.9062623912085,0.747029801499469
0.924404558485472,0.78808990641783
0.909100776572706,0.830290199172489
0.868856548657263,0.850176691294086
0.826038725674861,0.836696910715008
0.802994305679873,0.797950961271621
0.810087085221802,0.753431455776338
0.844030899318184,0.72376478464921
0.889099194987163,0.722695852159135
0.925677850830189,0.749387238221604
0.940212705943037,0.792272738569238
0.92740015292732,0.835703909845612
0.89191535025134,0.863833199425428
0.846700014821586,0.866540106575507
0.808025560290404,0.842959596168397
0.789723936627311,0.801525256839299
0.798340734350324,0.757056113589794
0.79147652202555,0.714842004340667
0.748909388239972,0.710696217103293
0.734028630721477,0.750792494813482
0.768994086998894,0.775421041214942
0.803679731187955,0.74950605834224
0.792172895750679,0.707765514642835
0.749107821818757,0.703284481576611
0.729254100884929,0.741761877735709
0.757497327435966,0.774735455594031
0.798861885300045,0.761547960172183
0.802808593168654,0.718311862062017
0.764515366754109,0.697852988838977
0.731962458199122,0.726113585939691
0.748121654131952,0.766078990862983
0.791168520063688,0.763772361865189
0.80296442648669,0.722309007013729
0.767709925573312,0.697380103155577
0.732303934845769,0.722093376973943
0.74354793976654,0.763781533991999
0.786579028098851,0.767338993641418
0.809023433515281,0.729424876749926
0.788748402184159,0.690307684894159
0.744829592054003,0.686790624913148
0.718587787584596,0.722182704427472
0.68826959062975,0.752348170840972
0.651360839530639,0.730740474923991
0.662824591559837,0.689536945706824
0.705589479072109,0.690096254744463
0.71626573892477,0.731577231882636
0.679171495660771,0.75299384005131
0.648585758433545,0.723007732150378
0.669263814447787,0.685496773908138
0.713717014089186,0.686870368725627
0.740392617746493,0.722456684783895
0.729242480229098,0.765510699166109
0.688646527206754,0.783675013611976
0.646177422650836,0.768178873280961
0.62153871384275,0.730275189618151
0.62461625150978,0.685172152371774
0.654175227520508,0.650966565925446
0.698329799083737,0.641147605391779
0.73971782921427,0.659397787248627
0.762247027483917,0.698621165497076
0.757157701766089,0.743567099013155
0.761026501018076,0.787367522950571
0.800679628771762,0.806369475589691
0.837242530278567,0.781944099888319
0.834870201703678,0.738037189249078
0.795667457927699,0.718419169614367
0.759632274627653,0.743382890861109
0.764222010379706,0.786979406085141
0.804665789553699,0.803891607008683
0.840014337214554,0.777534480601466
0.836771678951735,0.733560589466291
0.797939325085293,0.712673602432036
0.759461769741679,0.734207196394885
0.760752757120351,0.777578478801306
0.801299341411978,0.7930286984849
0.83112533757442,0.761514499480206
0.813468351701458,0.721879090615512
0.770207813682747,0.723468793184954
0.756009258588821,0.764363809228139
0.788977017448279,0.792419613969979
0.827074473456501,0.771862738000387
0.821748574606664,0.728896673184457
0.779786161281656,0.718238165208828
0.754601808592445,0.753454586150638
0.778253050692751,0.789718434146102
0.821852071913927,0.784158692752693
0.839099905576879,0.743732245843011
0.812942582498462,0.708411149807108
0.769243419220919,0.713119493958591
0.744458211709494,0.750694023778691
0.75060099141406,0.79528570529091
0.784622485350334,0.824759248561614
0.829634439774208,0.824484000438829
0.859181162919485,0.791485085794839
0.849576497994007,0.748245201105189
0.808837848791025,0.730858433797223
0.770971419919044,0.753838224500972
0.731533306392198,0.771884833645984
0.699866937640091,0.742248943407207
0.71526428494468,0.701703085466215
0.758620153995678,0.700556996891101
0.773987374234869,0.740631886647572
0.739983387051826,0.76682114212627
0.705161073270414,0.741730213291689
0.719241768272246,0.701185395187048
0.762424657625949,0.701838700723863
0.77654210023299,0.742653974277957
0.742991355279078,0.769848390140339
0.705982683069625,0.747587506906473
0.7144315901988,0.70526798824766
0.7571411373195,0.699085733324435
0.777243410504056,0.737272436560045
0.747972161494692,0.768982366749543
0.709385108513479,0.750538186833865
0.717361606132631,0.708520048890014
0.760023368514225,0.705499707678621
0.773840180755245,0.745974936276286
0.738349131010579,0.769961419199469
0.705696855327397,0.742234268828182
0.72361454362128,0.703325112820813
0.765910067934544,0.710111466633331
0.773423841796137,0.752846440464448
0.736843410143548,0.776183252716759
0.701256428401519,0.751357831945261
0.710526063238772,0.708969052109397
0.753232566721173,0.700834333850457
0.777831624127655,0.73667991175844
0.754880855105499,0.773602550912979
0.711849819149275,0.767409891921974
0.70028357904061,0.725510752081904
0.734063392325596,0.698156775332252
0.772641909157823,0.718182106006541
0.769711691264765,0.761549486059851
0.764085920659769,0.805151502741031
0.798780285690334,0.832153098780745
0.839665821943865,0.815992712683032
0.846523288902275,0.772567370997786
0.812185356465567,0.745362618480276
0.771956259823346,0.762706549606689
0.768163315406392,0.806350629803399
0.804797295365733,0.830374444569283
0.843983368913341,0.810361988650659
0.847081882004949,0.766470691465516
0.811096006134568,0.741151459845759
0.770830660769356,0.75889261861833
0.730353217195512,0.775720554744053
0.696162418872465,0.748287141129304
0.703818866818674,0.705124869671789
0.745359369064731,0.691125243045679
